job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
4082,Nlp Engineer,BrightPath AI,Singapore,Senior,"NLP Engineer role open at BrightPath AI. Key requirements include Tableau dashboards, AWS, GenAI, NLP. This is a Senior level position, Singapore based.",2026-01-05,"AWS, Generative AI, NLP, Tableau",4
373,Data Scientist,DataForge,Chennai,Mid,"Join DataForge as a Data Scientist! We need someone comfortable with machine-learning, Excel, Tableau, python programming to help us build data-driven products.",2026-02-23,"Excel, Machine Learning, Python, Tableau",4
2718,Data Engineer,Nimbus Data,Mumbai,Senior,"Join Nimbus Data as a Data Engineer! We need someone comfortable with GenAI, proficiency in Python, AWS, MS Excel, Power BI dashboards to help us build data-driven products.",2026-03-31,"AWS, Excel, Generative AI, Power BI, Python",5
1105,Power Bi Developer,Clarity Systems,Remote,Lead,"Power BI Developer role open at Clarity Systems. Key requirements include ML models, Amazon Web Services. This is a Lead level position, Remote based.",2026-03-21,"AWS, Machine Learning, Power BI",3
3074,Analytics Consultant,Alpha Analytics,Hyderabad,Mid,"Analytics Consultant role open at Alpha Analytics. Key requirements include advanced SQL, Deep Learning, Machine Learning, PowerBI. This is a Mid level position, Hyderabad based.",2026-06-27,"Deep Learning, Machine Learning, Power BI, SQL",4
4297,Data Science Manager,Skyline Solutions,Pune,Senior,"Join Skyline Solutions as a Data Science Manager! We need someone comfortable with ML models, proficiency in Python, LLMs, NLP, Tableau dashboards, SQL to help us build data-driven products.",2026-04-20,"Generative AI, Machine Learning, NLP, Python, SQL, Tableau",6
4951,Data Engineer,Clarity Systems,London,Mid,"Data Engineer role open at Clarity Systems. Key requirements include machine-learning, deep neural networks, Excel, python programming. This is a Mid level position, London based.",2026-03-05,"Deep Learning, Excel, Machine Learning, Python",4
4949,Analytics Consultant,DataForge,Unspecified,Entry,"Exciting opportunity for a Analytics Consultant at DataForge, Hyderabad. Must have strong knowledge of Python, SQL queries, PowerBI, Machine Learning, Deep Learning and a passion for solving business problems.",2026-06-21,"Deep Learning, Machine Learning, Power BI, Python, SQL",5
1662,Ai Research Engineer,Alpha Analytics,New York,Entry,"We are looking for a AI Research Engineer to join our team in New York. The ideal candidate has hands-on experience with Power BI, Python, Tableau dashboards, Large Language Models, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-07-17,"AWS, Generative AI, Power BI, Python, Tableau",5
173,Ai Research Engineer,DataForge,Hyderabad,Entry,"Exciting opportunity for a AI Research Engineer at DataForge, Hyderabad. Must have strong knowledge of Deep Learning, T-SQL, GenAI and a passion for solving business problems.",2026-01-23,"Deep Learning, Generative AI, SQL",3
2865,Data Scientist,Skyline Solutions,Singapore,Senior,"Exciting opportunity for a Data Scientist at Skyline Solutions, Singapore. Must have strong knowledge of Advanced Excel, Natural Language Processing, Python, Power BI, SQL and a passion for solving business problems.",2026-03-26,"Excel, NLP, Power BI, Python, SQL",5
1343,Ai Research Engineer,Alpha Analytics,Remote,Entry,"We are looking for a AI Research Engineer to join our team in Remote. The ideal candidate has hands-on experience with Power BI, SQL, Excel. You will work closely with cross-functional teams to deliver insights.",2026-03-02,"Excel, Power BI, SQL",3
978,Data Scientist,Skyline Solutions,Singapore,Senior,"Skyline Solutions is hiring a Data Scientist (Senior level) based in Singapore. Required skills: deep neural networks, advanced SQL, AWS, Python. Prior experience with analytics platforms is a plus.",2026-02-19,"AWS, Deep Learning, Python, SQL",4
2763,Business Intelligence Analyst,Alpha Analytics,Remote,Mid,"Business Intelligence Analyst role open at Alpha Analytics. Key requirements include SQL, Deep Learning, machine-learning, PowerBI, GenAI, Python. This is a Mid level position, Remote based.",2026-02-10,"Deep Learning, Generative AI, Machine Learning, Power BI, Python, SQL",6
4300,Ai Research Engineer,Clarity Systems,Bengaluru,Entry,"Clarity Systems is hiring a AI Research Engineer (Entry level) based in Bengaluru. Required skills: Natural Language Processing, PowerBI, Deep Learning, Python, advanced SQL, ML models. Prior experience with analytics platforms is a plus.",2026-07-05,"Deep Learning, Machine Learning, NLP, Power BI, Python, SQL",6
501,Data Analyst,BrightPath AI,New York,Entry,"Join BrightPath AI as a Data Analyst! We need someone comfortable with proficiency in Python, AWS, ML models, Advanced Excel, Power BI dashboards, Natural Language Processing to help us build data-driven products.",2026-02-10,"AWS, Excel, Machine Learning, NLP, Power BI, Python",6
2055,Business Intelligence Analyst,Skyline Solutions,London,Lead,"Skyline Solutions is hiring a Business Intelligence Analyst (Lead level) based in London. Required skills: proficiency in Python, LLMs, Power BI, Advanced Excel, Natural Language Processing, SQL. Prior experience with analytics platforms is a plus.",2026-01-03,"Excel, Generative AI, NLP, Power BI, Python, SQL",6
346,Business Intelligence Analyst,Unknown,Delhi Ncr,Entry,"We are looking for a Business Intelligence Analyst to join our team in Delhi NCR. The ideal candidate has hands-on experience with Power BI dashboards, proficiency in Python, Generative AI. You will work closely with cross-functional teams to deliver insights.",2026-06-21,"Generative AI, Power BI, Python",3
1715,Analytics Consultant,Skyline Solutions,Singapore,Senior,"Analytics Consultant role open at Skyline Solutions. Key requirements include SQL, Python, GenAI, Amazon Web Services, Excel. This is a Senior level position, Singapore based.",2026-03-17,"AWS, Excel, Generative AI, Python, SQL",5
2609,Ai Research Engineer,BluePeak Consulting,Chennai,Lead,"BluePeak Consulting is hiring a AI Research Engineer (Lead level) based in Chennai. Required skills: ML models, Excel. Prior experience with analytics platforms is a plus.",2026-03-29,"Excel, Machine Learning",2
3112,Ai Research Engineer,Quantify Labs,New York,Lead,"Quantify Labs is hiring a AI Research Engineer (Lead level) based in New York. Required skills: T-SQL, Advanced Excel, Power BI. Prior experience with analytics platforms is a plus.",2026-06-09,"Excel, Power BI, SQL",3
4630,Data Scientist,BrightPath AI,New York,Mid,"Join BrightPath AI as a Data Scientist! We need someone comfortable with NLP, AWS, python programming to help us build data-driven products.",2026-01-02,"AWS, NLP, Python",3
701,Data Scientist,BluePeak Consulting,New York,Lead,"Exciting opportunity for a Data Scientist at BluePeak Consulting, New York. Must have strong knowledge of advanced SQL, proficiency in Python, AWS, ML models, PowerBI and a passion for solving business problems.",2026-06-01,"AWS, Machine Learning, Power BI, Python, SQL",5
4180,Data Engineer,Skyline Solutions,Delhi Ncr,Entry,"Exciting opportunity for a Data Engineer at Skyline Solutions, Delhi NCR. Must have strong knowledge of proficiency in Python, Excel, AWS, Power BI dashboards, ML models, Generative AI and a passion for solving business problems.",2026-05-27,"AWS, Excel, Generative AI, Machine Learning, Power BI, Python",6
1581,Power Bi Developer,Northstar Tech,Hyderabad,Mid,"We are looking for a Power BI Developer to join our team in Hyderabad. The ideal candidate has hands-on experience with Power BI, machine-learning, GenAI, Tableau, Python. You will work closely with cross-functional teams to deliver insights.",2026-05-31,"Generative AI, Machine Learning, Power BI, Python, Tableau",5
808,Nlp Engineer,Quantify Labs,Delhi Ncr,Lead,"NLP Engineer role open at Quantify Labs. Key requirements include Python, Power BI dashboards, advanced SQL, AWS, ML models. This is a Lead level position, Delhi NCR based.",2026-02-13,"AWS, Machine Learning, NLP, Power BI, Python, SQL",6
4637,Analytics Consultant,Vertex Insights,Singapore,Entry,"We are looking for a Analytics Consultant to join our team in Singapore. The ideal candidate has hands-on experience with Machine Learning, Natural Language Processing, SQL queries, proficiency in Python, AWS. You will work closely with cross-functional teams to deliver insights.",2026-03-28,"AWS, Machine Learning, NLP, Python, SQL",5
4275,Data Science Manager,Northstar Tech,Singapore,Mid,"Join Northstar Tech as a Data Science Manager! We need someone comfortable with Excel, Tableau, Machine Learning, advanced SQL, Python, Power BI to help us build data-driven products.",2026-04-10,"Excel, Machine Learning, Power BI, Python, SQL, Tableau",6
1956,Power Bi Developer,Alpha Analytics,New York,Lead,"Alpha Analytics is hiring a Power BI Developer (Lead level) based in New York. Required skills: Excel, Natural Language Processing, proficiency in Python, advanced SQL, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-05-26,"Excel, NLP, Power BI, Python, SQL",5
3573,Power Bi Developer,Northstar Tech,Hyderabad,Senior,"Join Northstar Tech as a Power BI Developer! We need someone comfortable with SQL, Excel, proficiency in Python to help us build data-driven products.",2026-05-07,"Excel, Power BI, Python, SQL",4
4233,Data Science Manager,Alpha Analytics,Hyderabad,Entry,"Data Science Manager role open at Alpha Analytics. Key requirements include Python, AWS, Tableau, advanced SQL, Advanced Excel. This is a Entry level position, Hyderabad based.",2026-06-30,"AWS, Excel, Python, SQL, Tableau",5
1245,Data Engineer,Alpha Analytics,Bengaluru,Senior,"Alpha Analytics is hiring a Data Engineer (Senior level) based in Bengaluru. Required skills: Advanced Excel, T-SQL, Amazon Web Services. Prior experience with analytics platforms is a plus.",2026-04-28,"AWS, Excel, SQL",3
2639,Ai Engineer,Clarity Systems,New York,Lead,"AI Engineer role open at Clarity Systems. Key requirements include Tableau, machine-learning. This is a Lead level position, New York based.",2026-06-04,"Machine Learning, Tableau",2
454,Data Science Manager,Skyline Solutions,Unspecified,Senior,"Data Science Manager role open at Skyline Solutions. Key requirements include Excel, proficiency in Python, Deep Learning. This is a Senior level position, Remote based.",2026-05-14,"Deep Learning, Excel, Python",3
2220,Data Scientist,Quantify Labs,Chennai,Senior,"We are looking for a Data Scientist to join our team in Chennai. The ideal candidate has hands-on experience with machine-learning, MS Excel, PowerBI. You will work closely with cross-functional teams to deliver insights.",2026-07-05,"Excel, Machine Learning, Power BI",3
3003,Machine Learning Engineer,Quantify Labs,Remote,Mid,"Join Quantify Labs as a Machine Learning Engineer! We need someone comfortable with T-SQL, proficiency in Python, NLP, Amazon Web Services to help us build data-driven products.",2026-01-03,"AWS, Machine Learning, NLP, Python, SQL",5
2186,Data Engineer,Alpha Analytics,Hyderabad,Mid,"We are looking for a Data Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with AWS, Python. You will work closely with cross-functional teams to deliver insights.",2026-05-21,"AWS, Python",2
3911,Ai Research Engineer,Northstar Tech,Unspecified,Lead,"AI Research Engineer role open at Northstar Tech. Key requirements include T-SQL, Natural Language Processing, Machine Learning, proficiency in Python. This is a Lead level position, New York based.",2026-03-21,"Machine Learning, NLP, Python, SQL",4
4346,Data Engineer,Clarity Systems,Singapore,Lead,"We are looking for a Data Engineer to join our team in Singapore. The ideal candidate has hands-on experience with Python, T-SQL, NLP, Deep Learning, Excel, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-01-06,"AWS, Deep Learning, Excel, NLP, Python, SQL",6
4697,Ai Engineer,BrightPath AI,Hyderabad,Mid,"We are looking for a AI Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with Advanced Excel, proficiency in Python, PowerBI, GenAI. You will work closely with cross-functional teams to deliver insights.",2026-01-24,"Excel, Generative AI, Power BI, Python",4
2636,Ai Research Engineer,Vertex Insights,Chennai,Entry,"Vertex Insights is hiring a AI Research Engineer (Entry level) based in Chennai. Required skills: deep neural networks, Large Language Models, T-SQL, AWS, PowerBI. Prior experience with analytics platforms is a plus.",2026-04-15,"AWS, Deep Learning, Generative AI, Power BI, SQL",5
